user_id,partner_id,nb_clicks_1week,product_price,product_age_group,device_type,audience_id,product_gender,click_timestamp,product_id,product_country,product_brand,product_title,product_category6,product_category5,Sales
6891723,38,1,0.0,0,3,0,0,1604138935,376055,10,0,417972,0,0,0
10332799,277,-1,0.0,0,3,0,0,1598764594,186895,8,0,0,0,0,0
4681762,191,0,0.0,4,3,0,14,1598725410,206418,19,27775,405226,0,0,0
320757,291,736,0.0,4,3,0,2,1597122302,337536,10,34089,32179,0,0,0
8621563,277,-1,0.0,0,3,0,0,1600738641,1363615,8,0,0,0,0,0
5316451,210,-1,0.0,0,7,0,0,1600711633,0,0,0,0,0,0,0
12828302,280,-1,0.0,0,3,0,0,1603127138,0,0,0,0,0,0,0
1591011,96,58,0.0,0,3,12404,0,1603337147,1052516,10,50708,453225,0,0,0
3647683,113,-1,0.0,0,7,0,0,1603169023,0,0,0,0,0,0,0
12250240,277,-1,0.0,0,3,0,0,1597444675,241342,8,0,0,0,0,0
12246804,277,-1,0.0,0,3,16888,0,1600734701,830567,8,0,0,0,0,0
10929038,85,-1,0.0,0,3,3770,0,1598808550,0,0,0,0,0,0,0
11647713,223,-1,0.0,0,7,0,0,1600455881,0,0,0,0,0,0,0
4895269,292,742,0.0,7,3,9495,13,1598837829,1066264,19,13969,262083,0,0,0
184783,135,1,0.0,6,8,8550,13,1598827063,1412339,8,0,653087,0,0,0
9917018,96,342,0.0,0,7,0,0,1603129762,1455139,10,29380,192381,0,0,0
7101549,97,-1,0.0,0,7,6894,0,1603134185,0,0,0,0,0,0,0
11574099,277,62,0.0,0,7,12362,0,1598930437,584466,8,0,350119,0,0,0
6548813,303,-1,0.0,0,7,0,0,1603778463,0,0,0,0,0,0,0
13369580,238,-1,0.0,0,3,0,0,1603274836,207336,4,0,0,0,0,0
8099549,266,35,0.0,0,3,0,0,1603773756,1609310,23,1578,60481,157,254,0
6167684,241,58,0.0,4,3,0,2,1603142144,862542,10,20246,238696,0,0,0
7601924,113,-1,0.0,0,3,0,0,1597072677,0,0,0,0,0,0,0
9755985,277,45,0.0,0,7,0,0,1600472660,924442,8,28054,409619,0,0,0
5056451,102,1173,0.0,6,3,0,2,1601429283,1549962,10,0,202696,0,0,0
3801476,277,18,0.0,0,7,0,0,1598746154,1293699,8,0,646812,0,0,0
8657702,247,15,0.0,4,7,0,2,1604193597,525359,10,42979,754069,0,0,0
6348870,277,89,0.0,0,7,11771,0,1600741034,796740,8,3925,152966,0,0,0
7786069,247,2,0.0,4,7,13760,13,1603157024,126975,10,8072,523148,0,0,0
2634181,130,129,0.0,0,3,4360,0,1603300524,1214551,10,38885,543615,0,0,0
7831568,277,-1,0.0,0,3,0,0,1598734193,153968,8,0,0,0,0,0
13027649,277,435,0.0,0,3,8373,0,1598760426,929675,8,0,152967,0,0,0
13289276,277,-1,0.0,0,7,0,0,1598912300,217944,8,0,0,0,0,0
7976559,277,-1,0.0,0,3,0,0,1598922609,1162773,8,0,0,0,0,0
13227343,2,-1,0.0,0,3,0,0,1598826882,0,0,0,0,0,0,0
1560986,311,-1,0.0,0,7,0,0,1603329133,1099362,4,0,0,0,0,0
215584,128,1,0.0,4,3,0,16,1600736891,416137,19,38184,540653,0,0,0
5961615,131,-1,0.0,0,3,0,0,1598073880,0,0,0,0,0,0,0
3766716,48,176,0.0,4,3,0,14,1603170333,653831,4,4780,73171,0,0,0
11152986,298,296,0.0,0,7,0,13,1598068926,151505,10,0,747509,0,0,0
7290577,195,4,0.0,0,3,0,0,1604180327,820059,10,55653,643243,0,0,0
4415996,175,-1,0.0,0,7,0,0,1603161955,0,0,0,0,0,0,0
11170212,229,-1,0.0,0,3,0,0,1601368940,605879,10,47335,446358,0,0,0
2841865,191,118,0.0,4,3,0,2,1598758640,399112,19,8596,343907,0,0,0
6749372,203,3,0.0,4,7,0,13,1600486250,169309,19,42430,592852,0,0,0
1316087,280,139,0.0,0,3,852,0,1604134242,149638,10,49067,722884,157,254,0
12710943,194,0,0.0,4,7,15206,14,1603143977,7842,4,21845,482476,0,0,0
2380598,277,-1,0.0,0,3,0,0,1598849081,202566,8,0,0,0,0,0
9665439,247,165,0.0,6,3,0,13,1597092788,1489287,10,37382,435737,0,0,0
10345715,225,-1,0.0,0,3,12657,0,1600701293,0,0,0,0,0,0,0
11363655,75,-1,0.0,0,3,0,0,1603163762,0,0,0,0,0,0,0
1860748,277,129,0.0,0,7,0,0,1598811320,260360,8,0,263416,0,0,0
5905309,162,-1,0.0,0,3,0,0,1603707120,0,0,0,0,0,0,0
1864313,241,9,0.0,4,3,0,2,1603699508,478596,10,28785,351579,0,0,0
11462424,117,-1,0.0,0,3,0,0,1601435072,0,0,0,0,0,0,0
12868177,247,260,0.0,4,7,0,13,1601367950,654096,10,8072,298735,0,368,0
7427847,85,-1,0.0,0,3,15200,0,1598748346,0,0,0,0,0,0,0
1702146,102,535,0.0,4,7,15292,13,1597090988,1131984,10,0,364985,0,0,0
12074125,165,27,0.0,0,3,0,0,1597062124,146760,10,25766,574418,0,514,0
8951122,289,-1,0.0,0,8,0,0,1603346047,0,0,0,0,0,0,0
1568489,277,-1,0.0,0,3,0,0,1598911303,1512382,8,0,0,0,0,0
1854310,4,0,0.0,4,7,0,2,1604192623,23257,4,28927,148063,0,0,0
12665384,250,3,0.0,4,3,0,13,1603154858,178757,4,35678,509675,0,0,0
13528653,277,-1,0.0,0,7,0,0,1598910834,1313297,8,0,0,0,0,0
11112629,96,35,0.0,0,7,0,0,1603778118,1384623,10,26509,74972,0,0,0
1928504,308,14,0.0,6,3,0,13,1600747027,827680,8,31367,445078,0,0,0
2824652,194,3,0.0,4,3,1636,14,1604177966,130474,4,1655,22832,0,0,0
8401166,247,94,0.0,6,7,0,13,1603172440,1084297,10,45962,203449,0,0,0
9994184,266,167,0.0,0,3,11043,0,1603324965,504911,23,20366,714265,0,363,0
1006810,88,0,0.0,4,3,648,2,1603807389,498806,22,2176,33783,0,0,0
7711965,96,585,0.0,0,3,0,0,1603176621,920454,10,51525,441778,0,0,0
8502321,277,-1,0.0,0,3,0,0,1598831794,1529574,8,0,0,0,0,0
10669613,266,21,0.0,0,3,14555,0,1601373883,1328091,23,36745,773251,0,0,0
3696633,266,63,0.0,0,3,0,0,1603164381,1439913,23,47070,379902,0,0,0
4985552,210,-1,0.0,0,7,4135,0,1598709977,0,0,0,0,0,0,0
8340205,115,-1,0.0,0,7,2406,0,1598941278,0,0,0,0,0,0,0
503886,100,12,0.0,0,3,0,0,1600494622,931431,8,22720,268271,0,0,0
4684419,277,-1,0.0,0,3,0,0,1600485434,113484,8,0,0,0,0,0
13076687,34,76,0.0,0,8,0,0,1597423699,56995,8,7961,437317,0,805,0
12412618,193,9,0.0,0,7,5125,0,1597054427,241006,4,0,23298,0,386,0
3201497,56,595,0.0,0,3,8553,0,1603764131,345321,10,27634,382423,0,0,0
7071094,71,64,0.0,0,8,14244,0,1600443385,462674,8,19127,272912,0,474,0
299454,277,-1,0.0,0,3,0,0,1600460247,69213,8,0,0,0,0,0
3450992,175,-1,0.0,0,7,0,0,1603142394,0,0,0,0,0,0,0
9308968,164,19,0.0,0,7,3039,0,1598770452,1423258,8,22999,726442,0,202,0
9793475,296,-1,0.0,0,3,5266,0,1603748098,402601,10,7749,245319,0,53,0
6058481,277,220,0.0,0,8,0,0,1601345656,163055,8,20366,681976,0,0,0
5420013,178,62,0.0,4,3,0,13,1603275061,488414,4,40464,88187,0,0,0
1178375,191,4,0.0,4,7,0,2,1600747563,1561150,19,52819,749099,0,0,0
6141018,130,19,0.0,0,3,13506,0,1598067466,1069817,10,38885,544330,0,0,0
4223827,277,-1,0.0,0,3,0,0,1600473787,139634,8,0,0,0,0,0
4316523,23,-1,0.0,0,3,0,0,1598731000,949935,19,23094,675223,0,0,0
9987969,98,0,0.0,4,3,0,13,1601426286,110974,4,7318,303641,0,0,0
1900061,277,-1,0.0,0,3,16888,0,1600713004,1612328,8,0,0,0,0,0
5858997,96,414,0.0,0,3,0,0,1601421337,916876,10,23907,504751,0,0,0
8834998,48,10,0.0,4,3,0,14,1603102118,876728,4,45457,640636,0,0,0
10475475,10,3,0.0,0,3,0,0,1598075933,1352479,4,17073,17975,0,215,0
11634544,169,-1,0.0,0,7,0,0,1598801933,0,0,0,0,0,0,0
11455825,266,110,0.0,0,3,0,0,1603278998,608630,23,43690,532746,0,0,0
6858415,219,-1,0.0,0,7,5021,0,1604197125,0,0,0,0,0,0,0
2027295,122,11,0.0,0,7,0,0,1603170246,397489,10,7835,588126,0,0,0
4495080,109,55,0.0,0,8,11701,13,1598812050,1136619,19,1267,445180,0,0,0
176975,96,195,0.0,0,3,0,0,1601419328,1234672,10,44569,592651,157,254,0
9832040,266,2909,0.0,0,7,4953,0,1603162090,181505,23,41405,458116,0,538,0
12105221,193,4,0.0,0,3,2892,0,1603272951,528335,4,49497,553846,0,0,0
9139064,277,-1,0.0,0,7,0,0,1600713037,1260121,8,0,0,0,0,0
1514217,5,170,0.0,6,7,0,0,1598838424,858715,19,39795,230344,0,0,0
4928193,277,-1,0.0,0,3,0,0,1601355396,838313,8,0,0,0,0,0
11508348,208,-1,0.0,0,3,9355,0,1603168148,0,0,0,0,0,0,0
11120642,277,-1,0.0,0,7,0,0,1598751684,682215,8,0,0,0,0,0
4808076,308,19,0.0,4,7,7859,14,1600718200,735680,8,34330,486269,0,0,0
7132321,247,24,0.0,4,3,16840,13,1597125210,963703,10,39795,594808,0,834,0
6976319,121,109,0.0,4,7,0,13,1603107697,1088453,4,7079,188171,0,0,0
4549946,193,0,0.0,0,3,0,0,1604170405,622863,4,27516,761811,0,0,0
2874099,20,-1,0.0,0,8,0,0,1600750423,0,0,0,0,0,0,0
845063,58,2,0.0,4,3,11843,2,1603140346,1115813,4,9645,751905,0,0,0
4888427,100,37,0.0,0,7,989,0,1598916266,696831,8,22720,624773,0,0,0
13260473,132,3009,0.0,4,7,0,13,1597106221,402154,10,8072,120051,0,0,0
5089899,266,550,0.0,0,7,7312,0,1601425034,572277,23,36487,413981,0,0,0
8289592,266,24,0.0,0,3,0,0,1601443330,1179525,23,34821,769546,0,0,0
13390110,277,-1,0.0,0,3,0,0,1598808340,1262909,8,0,0,0,0,0
9361371,292,764,0.0,7,3,4848,13,1598814888,1158760,19,41648,591247,0,0,0
2409355,277,-1,0.0,0,3,0,0,1597458961,1166976,8,0,0,0,0,0
8355852,197,-1,0.0,0,3,4888,0,1604193576,0,0,0,0,0,0,0
10918800,277,-1,0.0,0,7,0,0,1597441247,88361,8,0,0,0,0,0
8318663,292,30,0.0,7,3,9495,13,1598897122,562298,19,41648,591218,0,0,0
10445153,143,46,0.0,4,7,0,14,1600474920,497266,8,25900,502980,0,0,0
2414879,88,8,0.0,4,7,0,2,1603797095,1553387,22,21108,209698,0,0,0
7666096,277,-1,0.0,0,3,8023,0,1598799006,162818,8,0,0,0,0,0
880869,216,-1,0.0,0,3,0,0,1598068921,0,0,0,0,0,0,0
7946783,247,1,0.0,4,3,0,13,1603165784,1556792,10,5375,102605,0,0,0
9970880,277,-1,0.0,0,7,0,0,1600691661,1479399,8,0,0,0,0,0
11492344,175,-1,0.0,0,7,3254,0,1603697208,0,0,0,0,0,0,0
198270,193,0,0.0,0,7,18216,0,1604154599,911535,4,18709,164556,0,0,0
2195966,58,37,0.0,4,7,0,2,1597105313,913235,4,12033,431943,0,0,0
3426507,277,0,0.0,0,7,0,0,1598925842,1209482,8,0,490221,0,0,0
12803327,247,31,0.0,4,3,0,13,1603093261,457596,10,17636,376530,55,488,0
3594901,277,10,0.0,0,7,0,0,1598935630,73932,8,0,138367,0,0,0
9685791,138,-1,0.0,0,3,0,0,1600698958,946301,8,0,0,0,0,0
8713493,71,602,0.0,0,7,15682,0,1600444867,50253,8,19127,92265,0,0,0
1377191,226,-1,0.0,4,3,6269,2,1598801480,861794,19,33350,472808,0,0,0
1885630,22,190,0.0,0,7,0,0,1597097643,1503309,10,34678,186017,0,0,0
9353962,243,-1,0.0,0,3,0,0,1603170249,0,0,0,0,0,0,0
6422115,277,20,0.0,0,8,10916,0,1598935326,517341,8,0,120586,0,0,0
3023325,86,5,0.0,4,7,0,2,1603270918,492692,4,36052,582294,0,0,0
3267782,96,127,0.0,0,3,0,0,1603705378,503860,10,26509,179223,0,0,0
13298538,132,8930,0.0,4,3,0,13,1598076430,1497712,10,39795,390613,0,0,0
10762082,58,-1,0.0,4,7,0,2,1604146878,1454732,4,50239,482397,0,0,0
1743692,164,13,0.0,0,3,0,0,1598840604,1535396,8,5585,272912,0,0,0
5643949,162,-1,0.0,0,7,0,0,1601373674,842794,10,0,0,0,0,0
4655059,173,-1,0.0,0,3,5304,0,1603125649,0,0,0,0,0,0,0
9973849,277,-1,0.0,0,3,0,0,1600717254,728159,8,0,0,0,0,0
2686941,215,-1,0.0,0,3,0,0,1604177642,598588,4,35524,505404,157,254,0
7742783,90,-1,0.0,0,7,0,0,1603139395,459047,4,15705,204091,0,106,0
1036798,3,-1,0.0,0,3,0,0,1601356836,0,0,0,0,0,0,0
10441109,114,-1,0.0,0,7,0,0,1603331188,0,0,0,0,0,0,0
10692431,277,-1,0.0,0,3,0,0,1598851342,1304997,8,0,0,0,0,0
6600935,131,-1,0.0,0,7,0,0,1603156104,0,0,0,0,0,0,0
8191922,277,97,0.0,0,7,10184,0,1598922094,624844,8,0,124361,0,0,0
12240869,266,212,0.0,0,3,0,0,1604132627,828380,23,31516,772032,0,0,0
12332703,203,3,0.0,4,8,0,13,1598755906,97519,19,8476,126484,0,0,0
11850449,277,50,0.0,0,3,8032,0,1600475478,1227812,8,54900,777788,0,742,0
1655041,102,-1,0.0,6,7,2629,14,1603170903,484719,10,44121,606405,0,0,0
6037399,54,-1,0.0,0,7,0,0,1603136657,0,0,0,0,0,0,0
1318657,114,1,0.0,0,3,3933,0,1601429776,1115980,4,41851,663475,0,0,0
4778801,296,-1,0.0,0,3,12950,0,1603151746,0,0,0,0,0,0,0
11525025,219,387,0.0,0,3,0,0,1598065536,573902,4,54388,303189,0,0,0
3925361,277,-1,0.0,0,7,0,0,1598842593,1336202,8,0,0,0,0,0
4227506,277,-1,0.0,0,7,0,0,1600489940,1229847,8,0,0,0,0,0
11713142,175,-1,0.0,0,8,0,0,1598041785,0,0,0,0,0,0,0
2982853,225,-1,0.0,0,7,0,0,1601348789,0,0,0,0,0,0,0
2783345,292,135,0.0,7,3,0,13,1597426736,1114409,19,13164,354492,0,0,0
9073230,121,360,0.0,4,7,0,13,1603337763,68519,4,30475,700039,0,0,0
1101046,117,-1,0.0,0,7,4928,0,1603744720,0,0,0,0,0,0,0
6011661,266,793,0.0,0,3,0,0,1603268916,1265391,23,41405,414238,0,0,0
2293140,161,220,0.0,0,7,0,0,1603168152,1421760,4,51118,135012,0,0,0
191464,169,-1,0.0,0,3,0,0,1598045700,0,0,0,0,0,0,0
13210683,13,-1,0.0,0,3,0,0,1598058780,1239296,4,0,0,0,0,0
4063035,247,35,0.0,4,3,0,13,1603177145,770538,10,47503,482670,0,351,0
8118417,130,8606,0.0,0,3,0,0,1601413561,1169466,10,38885,640734,0,0,0
6087794,277,-1,0.0,0,8,0,0,1601347311,1070857,8,0,0,0,0,0
9274341,130,2105,0.0,0,3,0,0,1603341829,1111468,10,38885,393721,0,0,0
6099535,277,-1,0.0,0,7,0,0,1598833908,736212,8,0,0,0,0,0
4561586,249,-1,0.0,0,3,0,0,1603271902,265838,4,0,0,0,0,0
3995590,287,76,0.0,0,3,0,0,1603743517,1315244,10,2684,48024,0,0,0
10203173,48,175,0.0,4,7,0,14,1601364554,271272,4,23356,346083,0,0,0
2689909,56,128,0.0,0,7,0,0,1603697162,803917,10,35524,478986,157,254,0
11799829,45,-1,0.0,0,3,0,0,1598076410,1555330,4,0,428700,0,0,0
12010311,138,-1,0.0,0,7,0,0,1598935077,753803,8,0,0,0,0,0
12480348,85,-1,0.0,0,7,0,0,1597450313,0,0,0,0,0,0,0
4147349,83,-1,0.0,0,3,0,0,1597425044,0,0,0,0,0,0,0
2808833,266,396,0.0,0,3,4953,0,1604167530,859101,23,52353,71143,0,0,0
4357624,102,-1,0.0,6,3,0,2,1603329807,1296980,10,8893,488319,0,0,0
3826967,75,6,0.0,0,7,17058,0,1603317703,568695,10,1114,612719,0,0,0
3661154,85,-1,0.0,0,3,0,0,1597452507,0,0,0,0,0,0,0
1763627,203,0,0.0,4,8,0,13,1598899450,1098305,19,4959,77511,0,0,0
8484448,84,52,0.0,4,3,0,13,1603104188,1344349,10,0,266235,0,0,0
11364362,32,-1,0.0,0,3,0,0,1603338535,0,0,0,0,0,0,0
6948256,277,54,0.0,0,3,8373,0,1600458490,1001008,8,1469,20670,0,0,0
9305386,154,21,0.0,0,8,0,0,1598918374,451336,13,23014,767378,0,0,0
12410647,32,-1,0.0,0,7,9891,0,1603144160,0,0,0,0,0,0,0
370629,39,-1,0.0,0,3,0,0,1603170601,0,0,0,0,0,0,0
12239365,277,-1,0.0,0,3,16888,0,1600755189,1252768,8,0,0,0,0,0
9830839,266,43,0.0,0,7,0,0,1603142189,844409,23,26685,447706,0,0,0
9070880,277,87,0.0,0,7,3328,0,1598825517,1097240,8,0,782774,0,0,0
11875482,277,-1,0.0,0,3,16888,0,1598802229,1051758,8,0,0,0,0,0
9860829,198,14,0.0,0,3,0,0,1598921141,362824,8,18372,480872,0,175,0
10597886,277,8,0.0,0,7,0,0,1598814115,185205,8,0,409608,0,423,0
2546031,291,-1,0.0,0,3,0,0,1598036635,1346883,10,0,0,0,0,0
8685956,277,-1,0.0,0,3,0,0,1598891482,622096,8,0,0,0,0,0
10792602,157,-1,0.0,0,3,0,0,1603169202,0,0,0,0,0,0,0
5917023,80,85,0.0,5,7,0,16,1597420950,1516796,19,26335,666568,0,0,0
2675112,292,54,0.0,7,7,0,13,1600454909,447373,19,30872,438339,0,0,0
628186,178,78,0.0,4,3,0,13,1603268977,856011,4,26437,719679,0,0,0
4756296,280,-1,0.0,0,3,0,0,1598038812,0,0,0,0,0,0,0
13003055,89,-1,0.0,0,3,0,0,1597100781,0,0,0,0,0,0,0
6881458,175,-1,0.0,0,3,8563,0,1604208684,0,0,0,0,0,0,0
2411536,15,-1,0.0,0,8,0,0,1598926895,0,0,0,0,0,0,0
2200648,266,19,0.0,0,3,0,0,1604169732,613265,23,19988,263560,0,0,0
659872,190,537,0.0,0,3,0,0,1597115799,285459,4,6520,110465,0,0,0
8624871,56,531,0.0,0,7,0,0,1603144582,860472,10,49254,597722,12,325,0
2604340,266,259,0.0,0,7,0,0,1603276642,803880,23,8072,764521,0,0,0
7672661,208,-1,0.0,0,3,5421,0,1603329483,0,0,0,0,0,0,0
10719468,175,-1,0.0,0,7,5148,0,1603159672,0,0,0,0,0,0,0
12083573,186,-1,0.0,0,7,0,0,1598883471,0,0,0,0,0,0,0
3163935,102,-1,0.0,4,7,0,13,1603332895,1183070,10,17862,630722,0,0,0
6204701,102,-1,0.0,4,3,0,13,1603157844,780973,10,10268,657826,0,0,0
9797460,96,293,0.0,0,7,0,0,1603157093,289194,10,47801,355197,0,0,0
2426695,32,-1,0.0,0,3,2241,0,1603321079,0,0,0,0,0,0,0
10147738,266,47,0.0,0,3,0,0,1603270548,230707,23,985,96907,0,0,0
2851854,277,188,0.0,0,7,12632,0,1600748557,1374244,8,3801,712784,0,0,0
10316259,241,4,0.0,4,3,0,2,1598067827,8693,10,28785,282980,0,0,0
2425993,277,-1,0.0,0,3,0,0,1598697446,573787,8,0,0,0,0,0
1272474,277,-1,0.0,0,7,0,0,1597433309,183611,8,0,0,0,0,0
2842637,266,484,0.0,0,3,4262,0,1603101967,515603,23,1928,368309,0,0,0
2121757,277,-1,0.0,0,3,0,0,1597469294,876248,8,0,0,0,0,0
4497702,266,255,0.0,0,3,13067,0,1604181413,1107396,23,23224,377315,0,226,0
3272423,277,-1,0.0,0,7,0,0,1600717441,1114967,8,0,0,0,0,0
2048452,143,-1,0.0,0,7,0,0,1597455060,0,0,0,0,0,0,0
9301453,96,370,0.0,0,3,0,0,1603327012,164469,10,29380,192829,0,0,0
4591308,292,429,0.0,10,3,0,13,1600712883,343940,19,16488,254848,0,187,0
3091162,96,19,0.0,0,7,0,0,1603168220,686536,10,6523,562548,0,0,0
10954769,277,-1,0.0,0,3,0,0,1600690984,1356175,8,0,0,0,0,0
5903018,85,-1,0.0,0,3,0,0,1598915832,0,0,0,0,0,0,0
9870928,32,-1,0.0,0,7,9891,0,1604166920,0,0,0,0,0,0,0
1843655,233,-1,0.0,0,7,0,0,1603743676,0,0,0,0,0,0,0
12450721,225,-1,0.0,0,3,1875,0,1598941406,0,0,0,0,0,0,0
1198509,277,141,0.0,0,8,10916,0,1600443916,465323,8,53725,762607,0,0,0
1535521,308,129,0.0,0,3,0,13,1601353765,852067,8,0,128448,0,0,0
8850464,277,-1,0.0,0,3,0,0,1600453778,1334292,8,0,0,0,0,0
2294639,54,-1,0.0,0,3,0,0,1597111250,0,0,0,0,0,0,0
13356864,22,1067,0.0,0,3,0,0,1603766830,595660,10,34678,543381,0,0,0
13564930,175,-1,0.0,0,3,9912,0,1598000588,0,0,0,0,0,0,0
13695353,178,49,0.0,4,3,0,13,1603769059,1444944,4,44851,790522,0,0,0
1302712,284,-1,0.0,0,3,0,0,1598059367,1608945,4,0,0,0,0,0
1260424,175,-1,0.0,0,7,2771,0,1598061127,0,0,0,0,0,0,0
10111640,277,-1,0.0,0,3,0,0,1600745324,1035465,8,0,0,0,0,0
7452648,117,-1,0.0,0,3,4928,0,1603323287,0,0,0,0,0,0,0
11604909,277,-1,0.0,0,3,0,0,1598885622,363,8,0,0,0,0,0
10666227,161,3,0.0,0,7,0,0,1603146130,910072,4,51118,773084,0,434,0
7127037,193,-1,0.0,0,3,0,0,1601434541,0,0,0,0,0,0,0
6237595,132,99,0.0,4,3,17612,13,1598068878,74495,10,39795,390613,0,267,0
2304391,111,51,0.0,4,7,0,2,1603333119,609376,4,49514,200020,0,0,0
12737447,102,-1,0.0,4,3,0,13,1603313202,742758,10,17137,314232,0,0,0
12281172,277,4265,0.0,0,3,4376,0,1598889898,441293,8,0,132099,0,0,0
12334312,54,-1,0.0,0,3,0,0,1603735737,0,0,0,0,0,0,0
1837206,115,-1,0.0,4,3,13772,13,1600745737,915027,5,51233,617236,0,0,0
384020,191,2,0.0,4,7,0,2,1600450541,909967,19,21643,666443,0,0,0
4425082,58,6,0.0,4,7,0,2,1603326031,540452,4,24025,353892,0,0,0
10937399,48,29,0.0,4,3,0,14,1604182988,1305896,4,21845,174993,0,542,0
3126932,290,-1,0.0,0,7,0,0,1601444903,0,0,0,0,0,0,0
13378266,201,527,0.0,0,3,0,0,1601375701,1033896,10,31575,126167,0,0,0
2987630,161,2271,0.0,0,7,0,0,1604214603,425191,4,8072,120451,0,0,0
8438029,76,166,0.0,0,3,0,0,1601412949,865388,4,8234,208746,0,0,0
3884280,277,3347,0.0,0,7,0,0,1601351687,830567,8,22574,113649,0,0,0
10586424,277,-1,0.0,0,3,0,0,1597460058,711585,8,0,0,0,0,0
8918548,102,-1,0.0,4,3,0,2,1603162863,111926,10,31190,394101,0,0,0
71362,277,-1,0.0,0,7,16888,0,1597436539,1278218,8,0,0,0,0,0
12071607,173,26,0.0,0,7,0,0,1603145771,1126295,10,31570,472367,0,0,0
19122,229,-1,0.0,0,3,0,0,1604171757,101866,10,13200,498603,0,0,0
10290390,114,76,0.0,0,3,0,0,1604152178,641119,4,48029,616892,0,0,0
12183027,277,-1,0.0,0,3,0,0,1597443260,48287,8,0,0,0,0,0
7054390,89,-1,0.0,0,3,0,0,1603317307,0,0,0,0,0,0,0
12482097,11,-1,0.0,0,3,0,0,1597102246,0,0,0,0,0,0,0
11247112,243,13,0.0,4,3,0,2,1597046549,337480,10,51880,35487,0,0,0
