click_timestamp,nb_clicks_1week,product_price,audience_id,product_brand,product_category3,product_category4,product_category5,product_category6,product_country,product_id,partner_id,Sales
1598927356,9,0.0,8032,0,285,1320,0,0,8,1406613,277,0
1598717571,-1,0.0,0,0,0,0,0,0,8,582582,277,0
1600453669,122,0.0,0,52716,0,0,0,0,13,1340361,218,0
1603748120,126,0.0,0,7079,365,1297,0,0,4,1088453,121,0
1598001274,-1,0.0,1538,0,0,0,0,0,0,0,175,0
1601425573,-1,0.0,0,0,0,0,0,0,0,0,36,0
1603168217,16,0.0,11672,22178,295,772,79,0,10,503575,247,0
1597114475,-1,0.0,0,0,0,0,0,0,0,0,298,0
1603334152,10,0.0,0,48808,784,645,0,0,10,813593,96,0
1600723399,-1,0.0,14524,34551,323,1148,200,0,19,841322,23,0
1600478387,462,0.0,15005,47974,821,0,0,0,8,114684,277,0
1598835256,37,0.0,0,5585,398,0,0,0,8,1137383,164,0
1603142537,18,0.0,0,51880,182,0,0,0,10,427014,243,0
1597094654,371,0.0,16983,18777,365,1380,0,0,10,68965,75,0
1603756379,-1,0.0,0,0,0,0,0,0,0,0,113,0
1601377620,36,0.0,0,4749,49,0,0,0,23,1337204,266,0
1603094822,298,0.0,0,23406,675,0,0,0,23,667048,266,0
1601338374,10,0.0,11657,32998,793,0,0,0,8,1039764,277,0
1600474400,2,0.0,0,54507,794,0,0,0,8,1373907,20,0
1603126795,10,0.0,0,0,224,708,0,0,4,583407,193,0
1603845413,-1,0.0,0,0,0,0,0,0,0,0,103,0
1598054615,-1,0.0,0,46854,784,489,0,0,4,1209271,301,0
1597449817,-1,0.0,16888,0,0,0,0,0,8,522984,277,0
1600735187,34,0.0,0,32040,0,0,0,0,8,901226,308,0
1598925667,-1,0.0,0,0,0,0,0,0,8,1577273,277,0
1600740528,0,0.0,0,43699,773,48,0,0,19,1114216,137,0
1598759143,-1,0.0,16888,0,0,0,0,0,8,861729,277,0
1598885839,-1,0.0,0,0,0,0,0,0,0,0,179,0
1598070677,1043,0.0,0,41405,902,983,0,0,10,180584,132,0
1601345235,-1,0.0,0,0,0,0,0,0,8,1120001,277,0
1598930685,-1,0.0,0,0,0,0,0,0,8,1538420,277,0
1603310544,-1,0.0,0,0,0,0,0,0,0,0,265,0
1601369915,-1,0.0,0,0,0,0,0,0,4,832540,311,0
1597046137,0,0.0,2028,11007,0,0,0,0,10,1177818,241,0
1603100084,1,0.0,0,37382,1019,0,0,0,10,984308,247,0
1597106548,-1,0.0,0,0,0,0,0,0,0,0,208,0
1598711218,-1,0.0,6507,0,0,0,0,0,8,1035994,277,0
1600736861,212,0.0,18099,20617,773,48,0,0,19,1293405,191,0
1598939049,191,0.0,0,19127,320,40,560,0,8,1618621,71,0
1597456570,-1,0.0,0,0,0,0,0,0,0,0,2,0
1603771371,2,0.0,0,29987,419,0,0,0,4,878374,227,0
1600744157,-1,0.0,3368,0,0,0,0,0,8,190003,277,0
1601417757,-1,0.0,0,0,0,0,0,0,0,0,210,0
1601390922,-1,0.0,0,0,0,0,0,0,0,0,75,0
1600734779,-1,0.0,0,0,0,0,0,0,8,289239,277,0
1600703254,-1,0.0,5327,0,0,0,0,0,0,0,225,0
1600466327,-1,0.0,0,0,0,0,0,0,0,0,15,0
1598749662,2,0.0,0,4780,0,0,0,0,8,1076258,230,0
1598776718,17,0.0,0,23014,454,1414,0,0,13,315242,154,0
1598078184,18,0.0,1792,8430,971,0,0,0,10,730821,108,0
1601323632,156,0.0,0,1469,566,677,0,0,8,978821,277,0
1598841342,1,0.0,0,1262,1019,0,0,0,13,1367596,2,0
1601340675,55,0.0,0,34591,496,0,0,0,8,298629,277,0
1604131487,0,0.0,6021,0,0,0,0,0,23,557101,266,0
1603705552,-1,0.0,0,3771,784,568,0,0,4,536494,90,0
1597049919,46,0.0,0,24656,114,1190,503,0,4,1457992,39,0
1598900658,-1,0.0,0,0,0,0,0,0,0,0,245,0
1604194171,151,0.0,0,53508,323,1080,586,0,4,681824,114,0
1598734806,-1,0.0,12657,0,0,0,0,0,0,0,85,0
1597091239,-1,0.0,0,0,0,0,0,0,0,0,250,0
1600488342,-1,0.0,10112,0,0,0,0,0,0,0,83,0
1603796850,0,0.0,0,4888,653,1078,0,0,22,228566,12,0
1603729950,1,0.0,0,20819,353,0,0,0,10,585100,257,0
1601437272,993,0.0,0,51118,842,0,0,0,4,1206273,161,0
1604130626,-1,0.0,16290,0,0,0,0,0,0,0,214,0
1598915328,-1,0.0,0,0,0,0,0,0,1,134882,223,0
1603109044,-1,0.0,0,40608,215,597,0,0,4,1423863,276,0
1603778250,24,0.0,0,1337,225,0,0,0,4,1080891,141,0
1597433471,-1,0.0,0,0,0,0,0,0,8,401043,277,0
1603766127,29,0.0,9238,55392,273,0,0,0,4,833700,250,0
1603175589,126,0.0,14010,53235,572,0,0,0,10,720207,247,0
1597443958,12,0.0,2854,21845,0,0,0,0,19,800651,123,0
1601347660,7,0.0,0,21845,0,0,0,0,14,473779,159,0
1603104058,2,0.0,12766,18623,0,0,0,0,23,1095679,266,0
1600464655,-1,0.0,0,0,0,0,0,0,8,313798,277,0
1603100724,0,0.0,7097,37382,675,0,0,0,10,507330,247,0
1597442876,-1,0.0,0,0,0,0,0,0,8,756292,277,0
1603174922,18,0.0,16542,54805,114,91,0,0,10,1286431,235,0
1603721195,30,0.0,0,24496,209,437,0,0,4,136221,249,0
1603152783,21,0.0,0,43327,268,303,64,0,10,1477723,96,0
1600749411,-1,0.0,0,0,0,0,0,0,8,923780,277,0
1601420694,810,0.0,0,53685,746,55,744,0,10,996034,96,0
1603104466,-1,0.0,0,0,0,0,0,0,0,0,289,0
1598931888,-1,0.0,0,0,0,0,0,0,19,433490,73,0
1604174207,0,0.0,0,37382,439,0,0,0,10,375270,247,0
1604205538,1385,0.0,12749,38885,354,61,0,0,10,18206,130,0
1600471901,18,0.0,0,26335,696,0,0,0,19,737526,80,0
1603303395,58,0.0,0,38885,0,0,0,0,10,36146,130,0
1597407013,-1,0.0,0,0,0,0,0,0,8,925504,277,0
1597429577,1,0.0,0,43480,1003,747,0,0,8,27176,34,0
1603099118,106,0.0,6386,13935,1025,0,0,0,10,495549,247,0
1598897259,-1,0.0,0,0,0,0,0,0,8,1465398,147,0
1597094308,49,0.0,0,2652,365,1380,0,0,10,511722,75,0
1603766647,2,0.0,3378,23356,574,0,0,0,4,1010745,194,0
1600457650,-1,0.0,0,0,0,0,0,0,8,369558,277,0
1597462414,-1,0.0,4731,0,0,0,0,0,8,63125,138,0
1601347693,-1,0.0,0,0,0,0,0,0,8,68377,277,0
1604207173,-1,0.0,4928,0,0,0,0,0,0,0,117,0
1603349172,1592,0.0,0,36487,902,983,0,0,23,572277,266,0
1597099822,317,0.0,0,35678,273,0,0,0,4,1595179,250,0
1598014321,-1,0.0,4550,0,0,0,0,0,0,0,289,0
1598860492,-1,0.0,0,0,0,0,0,0,8,148139,277,0
1600438135,-1,0.0,0,0,0,0,0,0,8,63913,277,0
1597419188,-1,0.0,12657,0,0,0,0,0,0,0,85,0
1600729762,-1,0.0,0,0,0,0,0,0,8,112650,277,0
1598050847,-1,0.0,0,0,0,0,0,0,0,0,175,0
1603173998,23,0.0,0,1655,45,0,0,0,10,1055916,247,0
1597096864,-1,0.0,0,0,0,0,0,0,0,0,46,0
1598761953,-1,0.0,0,0,0,0,0,0,0,0,2,0
1603758306,8,0.0,0,11834,365,1297,0,0,4,420951,121,0
1597092788,165,0.0,0,37382,586,887,0,0,10,1489287,247,0
1603317307,-1,0.0,0,0,0,0,0,0,0,0,89,0
1601444820,15,0.0,0,16874,144,562,0,0,4,941637,144,0
1601440992,-1,0.0,0,0,0,0,0,0,0,0,75,0
1603139548,1616,0.0,0,55315,365,1380,0,0,4,659391,121,0
1597085618,84,0.0,0,13737,0,0,0,0,10,406464,56,0
1603174325,-1,0.0,0,0,0,0,0,0,0,0,113,0
1597119176,-1,0.0,0,0,0,0,0,0,0,0,30,0
1603138568,6,0.0,0,8366,801,549,0,0,10,1495855,208,0
1597092381,-1,0.0,0,0,0,0,0,0,0,0,219,0
1603700203,16,0.0,0,38007,873,593,0,0,10,56764,247,0
1600708125,163,0.0,0,1471,400,377,0,0,8,771769,277,0
1603753455,0,0.0,14010,30877,349,957,0,0,10,1297773,247,0
1598000480,7,0.0,0,33993,466,589,0,0,4,1488873,1,0
1598806496,82,0.0,0,18372,902,1385,175,0,8,1354381,198,0
1603750276,-1,0.0,0,0,0,0,0,0,0,0,113,0
1598752317,11,0.0,0,0,55,580,0,0,8,70320,277,0
1601415992,60,0.0,0,0,573,838,0,0,10,1177719,62,0
1603267143,12,0.0,0,18016,750,546,0,0,4,659285,114,0
1603158436,-1,0.0,0,18720,0,0,0,0,10,659941,102,0
1597113637,7,0.0,0,20563,566,1061,0,0,10,1076424,242,0
1603148912,156,0.0,0,32397,367,1373,0,0,4,1524876,300,0
1603700029,7,0.0,0,1243,972,301,0,0,10,68400,247,0
1603097192,-1,0.0,0,0,0,0,0,0,0,0,306,0
1597999339,3,0.0,0,0,469,0,0,0,10,541029,102,0
1600695107,-1,0.0,13734,0,0,0,0,0,0,0,225,0
1603136862,-1,0.0,15899,0,0,0,0,0,0,0,280,0
1600441642,-1,0.0,0,0,0,0,0,0,0,0,245,0
1603101265,417,0.0,0,41661,460,0,0,0,4,608620,48,0
1598713328,-1,0.0,0,0,0,0,0,0,8,355400,277,0
1603151067,54,0.0,0,51989,0,0,0,0,10,1222958,241,0
1603142219,-1,0.0,13528,0,0,0,0,0,0,0,39,0
1603321658,69,0.0,0,36506,681,0,0,0,10,450524,75,0
1597045732,388,0.0,9729,38885,12,343,0,0,10,99103,130,0
1604194548,-1,0.0,0,0,0,0,0,0,0,0,77,0
1601434111,0,0.0,0,505,114,840,489,74,10,499026,247,0
1604180512,72,0.0,0,37382,49,0,0,0,10,1134759,247,0
1598817254,48,0.0,15082,0,258,0,0,0,8,260329,135,0
1598926490,4,0.0,18085,55310,114,1190,142,0,19,1531830,109,0
1603765364,1,0.0,0,20563,322,97,0,0,10,757912,242,0
1598712940,-1,0.0,0,0,0,0,0,0,1,550724,223,0
1603757156,-1,0.0,12140,0,0,0,0,0,0,0,39,0
1603727738,-1,0.0,0,0,0,0,0,0,0,0,287,0
1597462378,6,0.0,0,17473,137,758,0,0,19,1084083,292,0
1604199202,-1,0.0,15899,0,0,0,0,0,0,0,280,0
1598798070,-1,0.0,0,0,0,0,0,0,8,396218,277,0
1600742632,33,0.0,0,49045,182,0,0,0,8,491837,143,0
1597447900,0,0.0,0,21845,0,0,0,0,8,882313,230,0
1598719454,-1,0.0,0,0,0,0,0,0,8,756623,277,0
1597112439,-1,0.0,5421,7991,785,0,0,0,10,1015120,208,0
1598824383,-1,0.0,0,0,0,0,0,0,0,0,15,0
1598889874,-1,0.0,0,0,0,0,0,0,8,1178474,277,0
1603174147,-1,0.0,0,51621,784,176,0,0,4,431398,90,0
1600752745,144,0.0,0,8596,182,0,0,0,8,170851,308,0
1603747688,-1,0.0,0,0,0,0,0,0,0,0,65,0
1598011868,-1,0.0,15899,0,0,0,0,0,0,0,280,0
1597448725,0,0.0,0,42249,326,0,0,0,8,568587,230,0
1603338095,15,0.0,0,151,326,0,0,0,10,731884,282,0
1603312151,432,0.0,0,38885,998,0,0,0,10,1381149,130,0
1603092862,-1,0.0,18026,0,0,0,0,0,0,0,54,0
1604206959,17,0.0,0,14167,365,1400,0,0,4,575445,121,0
1597092365,17,0.0,0,38509,902,983,0,0,10,50625,132,0
1603714701,8,0.0,12404,7932,784,1357,0,0,10,609185,96,0
1600476873,0,0.0,0,15590,566,1272,0,0,13,393586,154,0
1597113380,-1,0.0,0,0,0,0,0,0,0,0,75,0
1598838079,-1,0.0,0,0,0,0,0,0,8,253269,277,0
1603757275,657,0.0,0,34974,12,853,215,0,4,1498348,14,0
1598725611,11,0.0,0,4628,997,0,0,0,19,51517,292,0
1597412827,-1,0.0,0,0,0,0,0,0,8,1274555,277,0
1598721201,-1,0.0,0,0,0,0,0,0,8,1201759,277,0
1603739961,-1,0.0,15449,0,0,0,0,0,0,0,32,0
1603338880,-1,0.0,4888,0,0,0,0,0,0,0,197,0
1598717651,-1,0.0,0,0,0,0,0,0,8,1601704,277,0
1603162960,47,0.0,0,23659,784,645,0,0,10,1377397,96,0
1598079609,-1,0.0,0,0,0,0,0,0,0,0,245,0
1603151125,6,0.0,0,4780,0,0,0,0,4,841466,48,0
1603124615,130,0.0,0,40002,365,1380,0,0,4,788751,121,0
1603156618,41,0.0,12404,19561,784,489,0,0,10,1462671,96,0
1598060308,-1,0.0,4928,0,0,0,0,0,0,0,117,0
1600471698,8,0.0,12362,3801,364,0,0,0,8,105040,277,0
1603159887,67,0.0,0,8367,566,677,0,0,10,439454,287,0
1598832971,0,0.0,16888,0,0,0,0,0,8,1001130,277,0
1600452648,2294,0.0,0,13935,473,0,0,0,8,113009,277,0
1597122131,1,0.0,0,53472,0,0,0,0,10,399047,247,0
1601445599,46,0.0,0,23356,184,780,61,0,4,424103,48,0
1598931393,0,0.0,0,39957,494,596,0,0,19,641192,191,0
1598727570,-1,0.0,0,0,0,0,0,0,8,478068,277,0
1598818856,-1,0.0,0,0,0,0,0,0,0,0,85,0
1598806658,6,0.0,0,36641,0,0,0,0,19,1051131,191,0
1598726066,188,0.0,0,30481,999,323,805,0,19,308953,203,0
1603328481,31,0.0,0,21227,326,0,0,0,4,243879,49,0
1598838790,-1,0.0,16896,0,0,0,0,0,8,1338719,277,0
1601412376,2,0.0,0,39795,108,1379,0,0,10,183213,247,0
1603780803,68,0.0,0,1337,439,0,0,0,4,213071,141,0
1600736002,1119,0.0,12362,53725,922,926,0,0,8,1044460,277,0
1600454345,-1,0.0,16888,0,0,0,0,0,8,1087534,277,0
1601397886,-1,0.0,0,0,0,0,0,0,0,0,175,0
1603178475,-1,0.0,0,47974,902,983,0,0,10,7534,229,0
1603097455,2,0.0,0,37382,0,0,0,0,10,1546661,247,0
1600464711,0,0.0,0,23062,761,0,0,0,8,923580,223,0
1603145135,-1,0.0,9891,0,0,0,0,0,0,0,32,0
1601297059,51,0.0,0,37986,137,1426,0,0,19,1339162,292,0
1598744093,-1,0.0,0,0,0,0,0,0,8,515553,277,0
1603167618,31,0.0,0,3218,75,426,0,0,10,1524899,247,0
1603160851,5,0.0,0,39898,1019,0,0,0,4,283553,140,0
1600449267,-1,0.0,0,0,0,0,0,0,8,82328,179,0
1598937792,-1,0.0,0,0,0,0,0,0,8,1079294,277,0
1597998616,-1,0.0,0,0,0,0,0,0,4,277090,103,0
1597057836,4,0.0,327,51880,773,222,0,0,10,906577,243,0
1598062593,-1,0.0,11638,0,0,0,0,0,0,0,216,0
1601347293,216,0.0,12362,50661,49,0,0,0,8,1000411,277,0
1597454729,-1,0.0,0,0,0,0,0,0,8,760502,277,0
1603165771,229,0.0,0,46452,466,317,737,0,10,148734,267,0
1598760887,6,0.0,10184,0,566,795,0,0,8,774781,277,0
1598909250,-1,0.0,0,0,0,0,0,0,0,0,2,0
1597104561,13,0.0,0,51880,1019,0,0,0,10,602936,243,0
1603162539,-1,0.0,3618,0,0,0,0,0,0,0,36,0
1600481204,0,0.0,0,20524,0,0,0,0,19,544745,123,0
1603161453,-1,0.0,0,0,0,0,0,0,0,0,30,0
1603328271,-1,0.0,0,0,0,0,0,0,0,0,32,0
1600456692,-1,0.0,0,0,0,0,0,0,8,1488276,277,0
1597473078,-1,0.0,0,0,0,0,0,0,0,0,254,0
1604171842,134,0.0,0,29380,784,752,0,0,10,851899,96,0
1600709700,0,0.0,15005,41171,566,1121,0,0,8,412397,277,0
1603347254,350,0.0,6021,23224,999,323,488,11,23,663366,266,0
1603310317,-1,0.0,15352,0,0,0,0,0,0,0,305,0
1603768539,60,0.0,15679,49686,885,1247,0,0,10,829544,96,0
1604181568,-1,0.0,0,0,0,0,0,0,0,0,251,0
1603340705,17,0.0,0,43358,1019,0,0,0,9,658478,211,0
1598922730,5,0.0,5933,0,746,55,744,0,8,891541,277,0
1603760784,98,0.0,5011,12527,466,104,0,0,10,1267486,75,0
1597446682,-1,0.0,1875,0,0,0,0,0,0,0,85,0
1597049912,3244,0.0,0,17949,584,811,0,0,4,30211,7,0
1597999149,417,0.0,12653,38885,12,343,0,0,10,1294503,130,0
1598842204,-1,0.0,7863,0,0,0,0,0,0,0,85,0
1601377894,-1,0.0,0,0,0,0,0,0,0,0,214,0
1604148361,132,0.0,0,19616,12,4,0,0,4,1596662,194,0
1597410409,-1,0.0,0,0,0,0,0,0,8,823066,277,0
1598732418,-1,0.0,0,0,0,0,0,0,8,1092836,277,0
1604152664,-1,0.0,0,0,0,0,0,0,0,0,232,0
1601378151,105,0.0,0,1928,20,83,618,0,23,23325,266,0
1603350119,87,0.0,9464,43358,794,0,0,0,4,1293634,58,0
1598810123,3,0.0,0,40264,784,1401,244,0,8,561905,210,0
1597127510,0,0.0,0,38184,45,0,0,0,10,222833,291,0
1603334657,-1,0.0,0,0,0,0,0,0,0,0,48,0
1603137742,-1,0.0,0,0,0,0,0,0,0,0,97,0
1598745726,-1,0.0,0,0,0,0,0,0,8,1601327,277,0
1598848054,-1,0.0,0,0,0,0,0,0,8,14279,223,0
1603308686,-1,0.0,7440,0,0,0,0,0,0,0,131,0
1603132862,16,0.0,8107,8367,566,215,385,0,10,323504,247,0
1598913992,196,0.0,0,0,979,1374,709,0,8,1594560,277,0
1604134395,-1,0.0,0,0,0,0,0,0,0,0,46,0
1600746209,0,0.0,0,25138,929,1106,0,0,19,1528771,191,0
1598893399,-1,0.0,4431,0,0,0,0,0,0,0,223,0
1597103496,-1,0.0,0,0,0,0,0,0,0,0,175,0
1603163866,1,0.0,9817,7743,114,1190,781,0,10,35925,267,0
1597475794,-1,0.0,0,0,0,0,0,0,0,0,139,0
1598070699,1244,0.0,0,54388,726,0,0,0,4,629011,219,0
1601432476,0,0.0,0,49558,71,0,0,0,10,310667,247,0
1598728999,-1,0.0,0,0,0,0,0,0,8,243296,277,0
1598804507,-1,0.0,0,0,0,0,0,0,8,69305,223,0
1598001545,5,0.0,0,1655,137,758,0,0,4,7815,309,0
1600739974,650,0.0,6015,52206,14,0,0,0,19,1384645,292,0
1603172855,-1,0.0,0,46216,584,811,0,0,4,1594893,178,0
1601430862,-1,0.0,0,0,0,0,0,0,0,0,62,0
1597101229,-1,0.0,0,0,0,0,0,0,0,0,81,0
1598844907,5,0.0,0,3064,700,1312,279,0,19,389799,73,0
1603752560,-1,0.0,0,0,0,0,0,0,0,0,157,0
1598080496,-1,0.0,0,0,0,0,0,0,10,2173,291,0
1603325112,0,0.0,0,9762,391,0,0,0,10,232193,32,0
1597412314,-1,0.0,0,0,0,0,0,0,8,248851,277,0
1601348745,-1,0.0,0,0,0,0,0,0,8,1143109,277,0
1603750390,239,0.0,5988,51880,574,0,0,0,10,221749,243,0
1603747945,2558,0.0,0,8072,75,29,0,0,10,1187706,287,0
1603168158,-1,0.0,0,0,0,0,0,0,0,0,198,0
1598804819,-1,0.0,0,0,0,0,0,0,0,0,15,0
1598925493,24,0.0,12362,0,821,0,0,0,8,1001008,277,0
1598835086,1508,0.0,0,0,0,0,0,0,8,325926,277,0
1601381065,-1,0.0,3142,0,0,0,0,0,0,0,175,0
1603122934,-1,0.0,11240,0,0,0,0,0,0,0,256,0
1600715029,-1,0.0,0,0,0,0,0,0,8,10178,277,0
1600496448,-1,0.0,0,0,0,0,0,0,8,254169,138,0
1598844364,-1,0.0,0,0,0,0,0,0,8,1439360,277,0
1598931403,-1,0.0,0,0,0,0,0,0,8,495350,277,0
1601371360,-1,0.0,4928,0,0,0,0,0,0,0,117,0
1597117388,512,0.0,0,4315,951,543,0,0,10,353384,75,0
1597460474,4,0.0,0,22353,272,502,0,0,19,321547,5,0
1601304105,2,0.0,11771,9123,285,1320,0,0,8,842126,277,0
1600448350,82,0.0,3365,3884,922,681,0,0,8,1510730,277,0
1598065341,13,0.0,0,23323,182,0,0,0,4,115693,171,0
1598847178,-1,0.0,0,0,0,0,0,0,8,942980,277,0
1603337438,22,0.0,9213,16565,344,0,0,0,10,102907,247,0
1600714783,-1,0.0,0,0,0,0,0,0,8,4899,277,0
1598071086,1181,0.0,0,39795,902,1385,414,0,10,24828,132,0
1597416209,-1,0.0,5657,0,0,0,0,0,0,0,135,0
1597469954,-1,0.0,0,0,0,0,0,0,4,1561977,103,0
1598802045,-1,0.0,0,0,0,0,0,0,0,0,198,0
1598846256,9,0.0,4973,21987,999,653,716,0,19,40034,292,0
1598687548,-1,0.0,0,0,0,0,0,0,8,610022,277,0
1598810740,-1,0.0,1390,0,0,0,0,0,0,0,225,0
1597095707,30,0.0,10872,38885,0,0,0,0,10,305453,130,0
1603149076,4,0.0,0,50732,520,0,0,0,4,106256,58,0
1598898271,-1,0.0,16888,0,0,0,0,0,8,420948,277,0
1598746929,-1,0.0,0,0,0,0,0,0,8,1270849,277,0
1601365751,-1,0.0,4550,0,0,0,0,0,0,0,289,0
1598067818,-1,0.0,2059,0,0,0,0,0,0,0,219,0
1604149765,-1,0.0,3485,0,0,0,0,0,0,0,114,0
1603096710,8,0.0,9412,31796,12,343,0,0,23,1229146,266,0
1603164709,-1,0.0,4550,0,0,0,0,0,0,0,289,0
1597047567,-1,0.0,0,0,0,0,0,0,4,674120,103,0
1603115375,5,0.0,12180,23660,664,530,0,0,4,1008628,114,0
1601342095,42,0.0,0,8013,165,819,0,0,19,338148,5,0
1600488594,-1,0.0,0,0,0,0,0,0,8,1237100,277,0
1598927728,7,0.0,0,18771,270,931,340,0,19,736999,73,0
1597050469,-1,0.0,0,0,0,0,0,0,0,0,81,0
1603129505,342,0.0,0,22839,785,0,0,0,10,260162,208,0
1597130261,2,0.0,0,27071,619,0,0,0,4,1501787,157,0
1603311095,20,0.0,0,14449,268,303,64,0,10,328565,96,0
1598837585,-1,0.0,0,0,0,0,0,0,0,0,85,0
1598714827,1,0.0,0,2900,574,0,0,0,19,1549692,191,0
1603709241,1340,0.0,0,34790,566,1061,0,0,23,1016478,266,0
1604201157,525,0.0,0,5240,729,28,0,0,23,1141352,266,0
1598924537,-1,0.0,0,0,0,0,0,0,0,0,254,0
1598929517,-1,0.0,0,0,0,0,0,0,0,0,2,0
1598841764,-1,0.0,5372,0,0,0,0,0,0,0,115,0
1603767394,0,0.0,0,25481,384,203,0,0,10,1428673,247,0
1603148135,19,0.0,17930,53801,114,1190,503,0,10,391287,75,0
1600732445,8,0.0,0,10347,773,48,0,0,13,1077382,196,0
1601386554,2,0.0,0,54455,738,849,261,0,10,1515104,247,0
1598915891,-1,0.0,0,0,0,0,0,0,8,161826,277,0
1603155941,-1,0.0,0,47974,902,983,0,0,10,980686,229,0
1600750200,187,0.0,6057,17473,137,758,0,0,19,761150,292,0
1597440230,-1,0.0,5657,0,0,0,0,0,0,0,135,0
1603304405,225,0.0,0,38885,12,343,0,0,10,1389204,130,0
1604208340,-1,0.0,0,34007,527,0,0,0,4,1133848,190,0
1598847213,81,0.0,0,27002,411,759,0,0,19,1608798,203,0
1598753135,1,0.0,0,39630,784,568,0,0,8,1154507,209,0
1603769442,-1,0.0,0,0,0,0,0,0,0,0,175,0
1604195846,760,0.0,0,18577,75,29,0,0,10,87578,287,0
1600473232,145,0.0,0,54900,821,0,0,0,8,1509198,277,0
1598826386,-1,0.0,16888,0,0,0,0,0,8,136761,277,0
1598825732,-1,0.0,0,0,0,0,0,0,0,0,254,0
1597122952,-1,0.0,0,0,0,0,0,0,0,0,276,0
1603749766,686,0.0,0,20366,384,607,619,0,10,291775,162,0
1597079582,87,0.0,4811,4780,0,0,0,0,4,485932,48,0
1600469752,0,0.0,0,21007,1019,0,0,0,8,310064,308,0
1604137887,177,0.0,582,13200,49,0,0,0,23,867720,266,0
1601418503,10,0.0,0,21643,574,0,0,0,4,23385,194,0
1598762849,42,0.0,0,0,395,0,0,0,8,165313,277,0
1603336509,-1,0.0,4921,0,0,0,0,0,0,0,251,0
1603093149,51,0.0,16224,24057,466,317,514,0,23,1352700,266,0
1603350554,-1,0.0,6262,0,0,0,0,0,0,0,110,0
